test	label	depth	prompt_tokens	mode	int8	contexts	valid	prefill_tps	decode_tps	quantized_pct	compress	peak_tokens
quantized_qwen38_moe__test_parallel_batched_forwarding	Qwen3.8-Flash-Next (qwen4exp, 250B-A13B)	-	-	C0	prec	2	✓	2003.9	136.2	100.0%	2.29x	1466
quantized_qwen38_moe__test_parallel_batched_forwarding	Qwen3.8-Flash-Next (qwen4exp, 250B-A13B)	-	-	C5	prec	2	✓	2018.1	139.8	100.0%	4.21x	1466
quantized_qwen38_moe__test_parallel_batched_forwarding	Qwen3.8-Flash-Next (qwen4exp, 250B-A13B)	-	-	C8	prec	2	✓	2020.5	137.1	100.0%	5.44x	1466
quantized_qwen38_moe__test_parallel_batched_forwarding	Qwen3.8-Flash-Next (qwen4exp, 250B-A13B)	-	-	C10	prec	2	✓	1987.5	133.9	100.0%	6.75x	1466
quantized_qwen38_moe__test_parallel_batched_forwarding	Qwen3.8-Flash-Next (qwen4exp, 250B-A13B)	-	-	C10	prec	8	✓	2049.8	391.7	100.0%	6.73x	5748
deepseek4__test_parallel_batched_forwarding	DeepSeek-V4-Flash-0731 (native-sparse MoE, MXFP4_KO)	-	-	BF16	perf	1	✓	283.6	11.6	-	-	670
deepseek4__test_parallel_batched_forwarding	DeepSeek-V4-Flash-0731 (native-sparse MoE, MXFP4_KO)	-	-	BF16	perf	4	✓	720.3	31.5	-	-	2722
deepseek4__test_parallel_batched_forwarding	DeepSeek-V4-Flash-0731 (native-sparse MoE, MXFP4_KO)	-	-	BF16	perf	8	✓	940.3	50.1	-	-	5404
deepseek4__test_parallel_batched_forwarding	DeepSeek-V4-Flash-0731 (native-sparse MoE, MXFP4_KO)	-	-	BF16	perf	16	✓	1120.6	72.5	-	-	10792
deepseek4__test_parallel_batched_forwarding	DeepSeek-V4-Flash-0731 (native-sparse MoE, MXFP4_KO)	-	-	BF16	perf	1	✓	319.6	15.1	-	-	670
